Start Year,Month,Day,Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year Uncertainty,Start Day Modifier,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
1979,10,15,357110,Llaima,12065,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1979.0,,11.0,,28.0,,-38.692,-71.729
1979,9,18,300250,Bezymianny,19354,Confirmed Eruption,,2.0,,,,,,Historical Observations,,,,,,,,55.972,160.595
1979,9,30,333060,Macdonald,10316,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1979.0,,9.0,,30.0,,-28.98,-140.25
1979,6,30,241100,Ruapehu,14646,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1979.0,,7.0,,15.0,,-39.28,175.57
1979,10,28,283040,Ontakesan,17457,Confirmed Eruption,200 m SW of Kengamine,2.0,,,,,,Historical Observations,,1980.0,,4.0,,25.0,,35.893,137.48
1979,11,13,353050,"Negra, Sierra",11712,Confirmed Eruption,Upper NW and NE flanks (Volcán Chico),3.0,,,,,,Historical Observations,,1980.0,,1.0,>,14.0,,-0.83,-91.17
1979,11,15,284141,Ahyi,18470,Uncertain Eruption,,0.0,,,,,,,,,,,,,,20.42,145.03
1979,11,16,332010,Kilauea,10115,Confirmed Eruption,East rift zone (Pauahi Crater),0.0,,,,,,Historical Observations,,1979.0,,11.0,,17.0,,19.421,-155.287
1979,12,27,273010,Bulusan,16765,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1980.0,,9.0,,28.0,,12.769,124.056
1979,9,16,257070,Kuwae,15349,Uncertain Eruption,Karua,0.0,,,,,15.0,,,,,,,,,-16.829,168.53599999999997
1979,6,6,257040,Ambrym,15281,Confirmed Eruption,"Benbow, Marum",2.0,,,,,,Historical Observations,,1979.0,,9.0,?,16.0,15.0,-16.25,168.12
1979,7,15,262000,Krakatau,15613,Confirmed Eruption,Anak Krakatau,2.0,,,,,5.0,Historical Observations,,1979.0,,11.0,,16.0,15.0,-6.102,105.42299999999999
1979,5,31,267020,Karangetang,16530,Confirmed Eruption,"NNW flank, 1300 m (Kawah Maralebule)",1.0,,,,,,Historical Observations,,1979.0,,5.0,,31.0,,2.781,125.40700000000001
1979,6,5,282110,Asosan,17339,Confirmed Eruption,Naka-dake,2.0,,,,,4.0,Historical Observations,,1980.0,,3.0,,8.0,,32.884,131.10399999999998
1979,1,12,251030,Karkar,14948,Confirmed Eruption,SE foot of Bagiai,2.0,,,,?,,Historical Observations,,1979.0,,8.0,,9.0,,-4.649,145.964
1979,1,26,257040,Ambrym,15280,Confirmed Eruption,Benbow,2.0,,,,,5.0,Historical Observations,,1979.0,,2.0,?,18.0,,-16.25,168.12
1979,1,29,353060,"Azul, Cerro",11728,Confirmed Eruption,East flank (300 m) and summit,2.0,?,,,,,Historical Observations,,1979.0,,3.0,>,4.0,,-0.92,-91.40799999999999
1979,2,8,311340,Westdahl,20045,Uncertain Eruption,,3.0,?,,,,,,,1979.0,,2.0,,9.0,,54.516000000000005,-164.65
1979,2,11,300250,Bezymianny,19353,Confirmed Eruption,,3.0,,,,,,Historical Observations,,,,,,,,55.972,160.595
1979,2,16,242050,Monowai,14707,Confirmed Eruption,,1.0,,,,?,15.0,Hydrophonic,,1979.0,,4.0,?,19.0,,-25.886999999999997,-177.188
1979,2,16,282090,Kirishimayama,17161,Confirmed Eruption,Shinmoe-dake,1.0,,,,,60.0,Historical Observations,,,,,,,,31.934,130.862
1979,2,20,263200,Dieng Volcanic Complex,15786,Confirmed Eruption,Sinila and Sigluduk,1.0,,,,,,Historical Observations,,1979.0,,2.0,,20.0,,-7.2,109.87899999999999
1979,2,16,311360,Shishaldin,20088,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,,,,,,,54.756,-163.97
1979,3,8,358059,Arenales,12300,Confirmed Eruption,,1.0,?,,,<,,Historical Observations,,,,,,,,-47.2,-73.48
1979,4,13,360150,Soufriere St. Vincent,12455,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1979.0,,10.0,,26.0,5.0,13.33,-61.18
1979,4,14,357140,Carran-Los Venados,12189,Confirmed Eruption,Mirador,2.0,,,,,,Historical Observations,,1979.0,,5.0,,20.0,,-40.35,-72.07
1979,4,16,290260,Chirinkotan,18828,Confirmed Eruption,,2.0,,,,,15.0,Historical Observations,,1980.0,,10.0,,10.0,,48.98,153.48
1979,4,26,284133,Fukujin,18438,Uncertain Eruption,,0.0,,,,,,,,1980.0,,5.0,,12.0,,21.93,143.47
1979,5,10,243070,Lateiki,14765,Confirmed Eruption,,2.0,,,,<,,Historical Observations,,1979.0,,7.0,>,21.0,,-19.18,-174.87
1979,5,14,243102,Curacoa,14776,Confirmed Eruption,13 km north of Tafahi,1.0,,,,,,Historical Observations,,,,,,,,-15.62,-173.67
1979,3,8,358060,Lautaro,12322,Confirmed Eruption,,2.0,?,,,<,,Historical Observations,,,,,,,,-49.019,-73.50399999999999
1979,5,28,233020,"Fournaise, Piton de la",14369,Confirmed Eruption,"SE, SW and N flanks, Dolomieu & Bory",1.0,,,,,,Historical Observations,,1979.0,,7.0,,14.0,,-21.244,55.708
1980,9,4,268060,Gamalama,16667,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1980.0,,9.0,,23.0,,0.8,127.33
1980,8,23,300270,Sheveluch,19580,Confirmed Eruption,Center of 1964 crater,1.0,,,,,,Historical Observations,,1981.0,,12.0,,1.0,30.0,56.653,161.36
1980,8,21,300250,Bezymianny,19356,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1980.0,,8.0,,27.0,4.0,55.972,160.595
1980,8,20,257070,Kuwae,15350,Uncertain Eruption,Karua,0.0,,,,,,,,,,,,,,-16.829,168.53599999999997
1980,8,7,311070,Gareloi,19685,Confirmed Eruption,,3.0,?,,,,,Historical Observations,,1980.0,,9.0,,17.0,,51.79,-178.794
1980,8,8,272020,Kanlaon,16735,Confirmed Eruption,,2.0,,,,,,Historical Observations,,,,,,,,10.412,123.132
1980,9,12,345040,Poas,11180,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1980.0,,9.0,,12.0,,10.2,-84.23299999999999
1980,7,8,211060,Etna,13807,Confirmed Eruption,NE Crater,3.0,,,,,,Historical Observations,,1980.0,,9.0,,26.0,,37.748000000000005,14.999
1980,8,17,372070,Hekla,12751,Confirmed Eruption,"Summit, SW and NE flanks",3.0,,,,,,Historical Observations,,1980.0,,8.0,,20.0,,63.983000000000004,-19.666
1980,9,16,234070,Marion Island,14413,Confirmed Eruption,E-W fissure from summit to W coast,1.0,,,,?,15.0,Historical Observations,,,,,,,,-46.9,37.75
1980,11,15,284070,Myojinsho,18326,Uncertain Eruption,Myojinsho,0.0,,,,,,,,1980.0,,12.0,,23.0,,31.888,139.918
1980,9,28,282050,Kuchinoerabujima,16979,Confirmed Eruption,NNE-SSW fissure on E side of Shindake,2.0,,,,,,Historical Observations,,1980.0,,9.0,,28.0,,30.443,130.217
1980,10,6,252120,Ulawun,15054,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1980.0,,10.0,,7.0,,-5.05,151.33
1980,10,7,255060,Kavachi,15168,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1981.0,,2.0,,25.0,,-8.991,157.97899999999998
1980,10,16,357091,Callaqui,11997,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1980.0,,10.0,,16.0,15.0,-37.92,-71.45
1980,10,18,241100,Ruapehu,14648,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1980.0,,11.0,,3.0,,-39.28,175.57
1980,11,5,264150,Paluweh,16270,Confirmed Eruption,Rokatenda,2.0,,,,,,Historical Observations,,1981.0,,9.0,,16.0,15.0,-8.32,121.708
1980,11,8,312030,Pavlof,20143,Confirmed Eruption,Upper NNE flank,3.0,,,,,,Historical Observations,,1980.0,,11.0,,13.0,,55.417,-161.894
1980,11,10,333060,Macdonald,10318,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1981.0,,2.0,,15.0,,-28.98,-140.25
1980,12,26,345040,Poas,11181,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1980.0,,12.0,,26.0,,10.2,-84.23299999999999
1980,7,7,284096,Nishinoshima,18361,Uncertain Eruption,"South, east, and west sides",0.0,,,,,,,?,1981.0,,7.0,,2.0,182.0,27.247,140.874
1980,9,24,282110,Asosan,17340,Confirmed Eruption,Naka-dake,1.0,,,,,,Historical Observations,,1980.0,,9.0,,24.0,,32.884,131.10399999999998
1980,7,6,312030,Pavlof,20142,Confirmed Eruption,,1.0,,,,,1.0,Historical Observations,,,,,,,,55.417,-161.894
1980,3,16,373080,Krafla,12950,Confirmed Eruption,Leirhnjúkur to 11 km north,0.0,,,,,,Historical Observations,,1980.0,,10.0,,23.0,,65.715,-16.727999999999998
1980,7,2,257020,Gaua,15228,Confirmed Eruption,Mt. Garat,1.0,?,,,,182.0,Historical Observations,,,,,,,,-14.27,167.5
1980,1,7,251030,Karkar,14949,Uncertain Eruption,,1.0,,,,,,,,1980.0,,1.0,,17.0,,-4.649,145.964
1980,1,10,357010,Tupungatito,20561,Confirmed Eruption,SW crater,2.0,,,,,,Historical Observations,,1980.0,,1.0,,11.0,,-33.425,-69.797
1980,1,15,241100,Ruapehu,14647,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,1980.0,,3.0,?,27.0,,-39.28,175.57
1980,7,3,311320,Akutan,20028,Confirmed Eruption,,2.0,,,,<,,Historical Observations,,1980.0,,7.0,?,8.0,,54.13399999999999,-165.986
1980,1,30,223020,Nyamuragira,14069,Confirmed Eruption,North flank (Gasenyi),3.0,,,,,,Historical Observations,,1980.0,,2.0,,24.0,,-1.4080000000000001,29.2
1980,2,12,333060,Macdonald,10317,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1980.0,,2.0,,13.0,,-28.98,-140.25
1980,3,11,332010,Kilauea,10116,Confirmed Eruption,East rift zone (near Mauna Ulu),0.0,,,,,,Historical Observations,,1980.0,,3.0,,11.0,,19.421,-155.287
1980,3,13,284120,Ioto,18415,Confirmed Eruption,Kitanohara,1.0,,,,,,Historical Observations,,1980.0,,3.0,,13.0,,24.750999999999998,141.289
1980,3,15,262000,Krakatau,15614,Confirmed Eruption,Anak Krakatau,2.0,,,,,5.0,Historical Observations,,1980.0,,12.0,,16.0,15.0,-6.102,105.42299999999999
1980,3,24,267020,Karangetang,16531,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1980.0,,9.0,,13.0,,2.781,125.40700000000001
1980,1,16,242050,Monowai,14708,Confirmed Eruption,,0.0,,,,,15.0,Hydrophonic,,1980.0,,1.0,,16.0,15.0,-25.886999999999997,-177.188
1980,3,29,261140,Marapi,15469,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,-0.38,100.47399999999999
1980,3,27,321050,St. Helens,20557,Confirmed Eruption,Summit and north flank,5.0,,,,,,Historical Observations,,1986.0,,10.0,,28.0,3.0,46.2,-122.18
1980,6,20,357120,Villarrica,12167,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1980.0,,9.0,,24.0,,-39.42,-71.93
1980,6,15,390050,Seal Nunataks Group,13200,Uncertain Eruption,"Dallman, Murdoch",,,,,,545.0,,,,,,,,,-65.03,-60.05
1980,6,5,263310,Tengger Caldera,16056,Confirmed Eruption,Bromo,2.0,,,,,1.0,Historical Observations,,1980.0,,9.0,,20.0,,-7.942,112.95
1980,5,24,290270,Ekarma,18832,Confirmed Eruption,,1.0,,,,,,Historical Observations,,,,,,,,48.958,153.93
1980,6,15,300070,Gorely,19024,Confirmed Eruption,,3.0,,,,,5.0,Historical Observations,,1981.0,,7.0,,3.0,,52.559,158.03
1980,5,1,311310,Makushin,19988,Confirmed Eruption,SE side of summit,1.0,,,,,75.0,Historical Observations,,,,,,,,53.891000000000005,-166.923
1980,4,18,300250,Bezymianny,19355,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1980.0,,4.0,,19.0,,55.972,160.595
1980,4,15,257050,Lopevi,15314,Confirmed Eruption,"Summit, NW and SE flanks",3.0,,,,,,Historical Observations,,1980.0,,8.0,,20.0,,-16.507,168.34599999999998
1980,5,16,257040,Ambrym,15282,Confirmed Eruption,Marum,3.0,,,,,,Historical Observations,,1980.0,,8.0,,18.0,,-16.25,168.12
1981,9,15,255060,Kavachi,15169,Uncertain Eruption,,0.0,,,,,5.0,,,,,,,,,-8.991,157.97899999999998
1981,7,2,263200,Dieng Volcanic Complex,15787,Confirmed Eruption,Sikidang,1.0,?,,,,182.0,Historical Observations,,,,,,,,-7.2,109.87899999999999
1981,7,9,257020,Gaua,15229,Confirmed Eruption,Mt. Garat,1.0,?,,,,,Historical Observations,,1981.0,,7.0,,9.0,,-14.27,167.5
1981,6,15,282110,Asosan,17341,Confirmed Eruption,Naka-dake,1.0,,,,,,Historical Observations,,1981.0,,6.0,,15.0,,32.884,131.10399999999998
1981,8,1,353010,Fernandina,11671,Confirmed Eruption,South caldera rim,0.0,,,,,270.0,Historical Observations,,,,,,,,-0.37,-91.55
1981,8,31,352020,Guagua Pichincha,11491,Confirmed Eruption,NE side of 1660 lava dome,1.0,,,,,5.0,Historical Observations,,1982.0,,11.0,?,16.0,15.0,-0.171,-78.598
1981,9,25,311360,Shishaldin,20089,Uncertain Eruption,,,,,,,,,,,,,,,,54.756,-163.97
1981,11,26,211060,Etna,13810,Confirmed Eruption,NE Crater,2.0,,,,,,Historical Observations,,1981.0,,11.0,,26.0,,37.748000000000005,14.999
1981,10,25,241100,Ruapehu,14649,Confirmed Eruption,,1.0,,,,?,,Historical Observations,,1982.0,,4.0,,12.0,3.0,-39.28,175.57
1981,11,18,373080,Krafla,12952,Confirmed Eruption,Leirhnjúkur to 9 km north,0.0,,,,,,Historical Observations,,1981.0,,11.0,,23.0,,65.715,-16.727999999999998
1981,11,25,344040,Telica,10931,Confirmed Eruption,,2.0,,,,,5.0,Historical Observations,,1982.0,,3.0,,2.0,,12.606,-86.84
1981,11,25,290390,Alaid,18888,Confirmed Eruption,,2.0,,,,,,Historical Observations,,,,,,,,50.861000000000004,155.565
1981,12,21,300260,Klyuchevskoy,19462,Uncertain Eruption,,,,,,,,,,,,,,,,56.056000000000004,160.642
1981,12,25,223020,Nyamuragira,14070,Confirmed Eruption,SE flank (Rugarambiro),3.0,,,,,,Historical Observations,,1982.0,,1.0,,14.0,,-1.4080000000000001,29.2
1981,6,10,290030,Chachadake [Tiatia],18743,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,1981.0,,6.0,,25.0,,44.353,146.252
1981,9,25,312030,Pavlof,20145,Confirmed Eruption,Upper NNE flank (100 m below summit),3.0,,,,,,Historical Observations,,1981.0,,9.0,,27.0,,55.417,-161.894
1981,5,16,241050,Okataina,14526,Confirmed Eruption,Waimangu (Raupo Pond crater),1.0,,,,,15.0,Historical Observations,,1981.0,,5.0,,16.0,15.0,-38.12,176.5
1981,6,12,300250,Bezymianny,19360,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1983.0,,5.0,,22.0,,55.972,160.595
1981,4,27,290390,Alaid,18887,Confirmed Eruption,,4.0,,,,,,Historical Observations,,1981.0,,6.0,,5.0,,50.861000000000004,155.565
1981,1,25,300260,Klyuchevskoy,19461,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1981.0,,8.0,?,4.0,,56.056000000000004,160.642
1981,1,26,211060,Etna,13808,Confirmed Eruption,NE Crater,2.0,,,,,5.0,Historical Observations,,1981.0,,3.0,,5.0,4.0,37.748000000000005,14.999
1981,1,30,373080,Krafla,12951,Confirmed Eruption,6-8 km N of Leirhnjúkur,0.0,,,,,,Historical Observations,,1981.0,,2.0,,4.0,,65.715,-16.727999999999998
1981,2,3,233020,"Fournaise, Piton de la",14370,Confirmed Eruption,"Bory, SW, N & NE of Dolomieu",2.0,,,,,,Historical Observations,,1981.0,,5.0,,5.0,,-21.244,55.708
1981,2,16,344040,Telica,10930,Confirmed Eruption,,1.0,,,,?,15.0,Historical Observations,,,,,,,,12.606,-86.84
1981,2,20,257040,Ambrym,15283,Confirmed Eruption,"Benbow, Marum",2.0,,,,,,Historical Observations,,1981.0,,9.0,,30.0,,-16.25,168.12
1981,2,27,285040,Shikotsu,18633,Confirmed Eruption,Tarumai,1.0,,,,,,Historical Observations,,1981.0,,2.0,,27.0,,42.688,141.38
1981,3,4,268040,Gamkonora,16593,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1981.0,,7.0,,25.0,,1.38,127.53
1981,5,15,284170,Pagan,18515,Confirmed Eruption,North Pagan (summit and north flank),4.0,,,,,,Historical Observations,,1985.0,,5.0,>,1.0,,18.13,145.8
1981,3,16,345040,Poas,11182,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1981.0,,5.0,,16.0,15.0,10.2,-84.23299999999999
1981,3,17,211060,Etna,13809,Confirmed Eruption,NNW flank (2550-1140 m),2.0,,,,,,Historical Observations,,1981.0,,3.0,,23.0,,37.748000000000005,14.999
1981,3,24,311290,Okmok,19848,Confirmed Eruption,SW part of caldera (Cone A),3.0,?,,,,,Historical Observations,,1981.0,,3.0,,24.0,,53.43,-168.13
1981,3,30,312030,Pavlof,20144,Confirmed Eruption,,1.0,,,,<,,Historical Observations,,1981.0,,5.0,,28.0,,55.417,-161.894
1981,4,9,372070,Hekla,12752,Confirmed Eruption,Summit and north flank (900 and 740 m),2.0,,,,,,Historical Observations,,1981.0,,4.0,,16.0,,63.983000000000004,-19.666
1981,4,9,273010,Bulusan,16766,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1981.0,,4.0,,27.0,,12.769,124.056
1981,1,7,284133,Fukujin,18439,Uncertain Eruption,,0.0,,,,,,,,1981.0,,1.0,,8.0,,21.93,143.47
1981,4,24,262000,Krakatau,15615,Confirmed Eruption,Anak Krakatau,1.0,,,,,,Historical Observations,,1981.0,,10.0,,20.0,,-6.102,105.42299999999999
1981,3,5,333040,Mehetia,10307,Uncertain Eruption,SE of Mehetia (-1700 m?),0.0,,,,,,,,1981.0,,12.0,,16.0,15.0,-17.874000000000002,-148.06799999999998
1982,8,28,353020,Wolf,11690,Confirmed Eruption,Caldera and SE flank (875 m),1.0,,,,,,Historical Observations,,1982.0,,9.0,?,6.0,,0.02,-91.35
1982,8,26,266030,Soputan,16428,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1982.0,,11.0,,10.0,,1.112,124.73700000000001
1982,7,2,331030,Cleft Segment,20718,Confirmed Eruption,"N Cleft Segment, S Juan de Fuca Ridge",0.0,,<,,,182.0,Historical Observations,,,,,,,,44.83,-130.3
1982,7,18,263340,Raung,16146,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1982.0,,7.0,,20.0,,-8.119,114.056
1982,7,15,312030,Pavlof,20146,Uncertain Eruption,,1.0,?,,,,45.0,,,,,,,,,55.417,-161.894
1982,9,25,332010,Kilauea,10118,Confirmed Eruption,Kilauea Caldera (SSE of Halemaumau),0.0,,,,,,Historical Observations,,1982.0,,9.0,,26.0,,19.421,-155.287
1982,8,10,284070,Myojinsho,18327,Uncertain Eruption,Myojinsho,0.0,,,,,,,,,,,,,,31.888,139.918
1982,10,2,283110,Asamayama,17806,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1982.0,,10.0,,2.0,,36.406,138.523
1982,10,26,283120,Kusatsu-Shiranesan,17843,Confirmed Eruption,"Kara-gama, Yu-gama",1.0,,,,,,Historical Observations,,1982.0,,12.0,,29.0,,36.618,138.528
1982,10,7,300260,Klyuchevskoy,19464,Confirmed Eruption,Summit and east flank (2875 m),2.0,,,,,,Historical Observations,,1983.0,,6.0,,27.0,,56.056000000000004,160.642
1982,10,16,224010,Cameroon,14132,Confirmed Eruption,SW flank (2500 m),2.0,,,,,,Historical Observations,,1982.0,,11.0,,12.0,,4.203,9.17
1982,10,24,257050,Lopevi,15315,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1982.0,,10.0,,25.0,,-16.507,168.34599999999998
1982,11,17,264220,Iliboleng,16322,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1982.0,,11.0,,17.0,,-8.342,123.258
1982,11,22,290150,Chirpoi,18785,Confirmed Eruption,Snow,2.0,,,,,,Historical Observations,,,,,,,,46.532,150.871
1982,11,28,284120,Ioto,18417,Confirmed Eruption,West side (Asodai),1.0,,,,,,Historical Observations,,1982.0,,12.0,?,16.0,15.0,24.750999999999998,141.289
1982,12,15,284133,Fukujin,18441,Uncertain Eruption,,0.0,,,,,,,,,,,,,,21.93,143.47
1982,7,2,267020,Karangetang,16532,Confirmed Eruption,,1.0,,,,,182.0,Historical Observations,,,,,,,,2.781,125.40700000000001
1982,10,5,311320,Akutan,20029,Confirmed Eruption,,2.0,,,,,4.0,Historical Observations,,1983.0,,5.0,,16.0,15.0,54.13399999999999,-165.986
1982,7,1,241040,White Island,14488,Discredited Eruption,,,,,,,,,,,,,,,,-37.52,177.18
1982,12,16,261140,Marapi,15471,Confirmed Eruption,,1.0,,,,,15.0,Historical Observations,,1982.0,,12.0,,16.0,15.0,-0.38,100.47399999999999
1982,6,16,284110,Kita-Ioto,18382,Uncertain Eruption,Funka-Asane,0.0,,,,,15.0,,,1982.0,,6.0,,16.0,15.0,25.424,141.284
1982,6,21,223030,Nyiragongo,14104,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1982.0,,10.0,,17.0,15.0,-1.52,29.25
1982,1,15,344120,Concepcion,11067,Confirmed Eruption,,2.0,,,,,5.0,Historical Observations,,1982.0,,2.0,,14.0,5.0,11.538,-85.62200000000001
1982,1,15,311070,Gareloi,19686,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1982.0,,1.0,,15.0,,51.79,-178.794
1982,2,10,290030,Chachadake [Tiatia],18744,Uncertain Eruption,,1.0,,,,,,,,1982.0,,2.0,,14.0,,44.353,146.252
1982,3,1,333060,Macdonald,10319,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1982.0,,6.0,,6.0,,-28.98,-140.25
1982,3,9,284120,Ioto,18416,Confirmed Eruption,NW side (Idogahama beach),1.0,,,,,,Historical Observations,,1982.0,,3.0,,10.0,,24.750999999999998,141.289
1982,3,10,261140,Marapi,15470,Confirmed Eruption,,1.0,,,,<,,Historical Observations,,1982.0,,5.0,,16.0,15.0,-0.38,100.47399999999999
1982,3,16,333010,Teahitia,10299,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1982.0,,5.0,,19.0,,-17.564,-148.821
1982,3,24,300260,Klyuchevskoy,19463,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1982.0,,5.0,,2.0,,56.056000000000004,160.642
1982,1,12,284133,Fukujin,18440,Uncertain Eruption,,0.0,,,,,,,,1982.0,,3.0,,16.0,,21.93,143.47
1982,3,29,290390,Alaid,18889,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1982.0,,3.0,,29.0,,50.861000000000004,155.565
1982,3,28,341120,"Chichon, El",10610,Confirmed Eruption,,5.0,,,,,,Historical Observations,,1982.0,,9.0,,11.0,,17.36,-93.228
1982,4,30,332010,Kilauea,10117,Confirmed Eruption,Kilauea Caldera (NE of Halemaumau),0.0,,,,,,Historical Observations,,1982.0,,5.0,,1.0,,19.421,-155.287
1982,4,26,283110,Asamayama,17805,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1982.0,,4.0,,26.0,,36.406,138.523
1982,4,18,257020,Gaua,15230,Confirmed Eruption,Mt. Garat,2.0,,,,,,Historical Observations,,1982.0,,4.0,,18.0,,-14.27,167.5
1982,5,16,242050,Monowai,14709,Confirmed Eruption,,0.0,,,,,15.0,Hydrophonic,,1982.0,,5.0,,16.0,15.0,-25.886999999999997,-177.188
1982,4,7,255060,Kavachi,15170,Confirmed Eruption,,2.0,,,,,,Historical Observations,,1982.0,,6.0,,2.0,1.0,-8.991,157.97899999999998
1982,4,6,284210,Esmeralda Bank,18544,Uncertain Eruption,,0.0,,,,,,,,,,,,,,15.0,145.25
1982,4,5,263140,Galunggung,15721,Confirmed Eruption,New crater at Gunung Jadi location,4.0,,,,,,Historical Observations,,1983.0,,1.0,,8.0,,-7.25,108.05799999999999
1982,4,16,284096,Nishinoshima,18362,Uncertain Eruption,,0.0,,,,,15.0,,,1982.0,,4.0,,16.0,15.0,27.247,140.874
1983,8,9,268060,Gamalama,16668,Confirmed Eruption,,3.0,,,,,,Historical Observations,,1983.0,,8.0,,12.0,,0.8,127.33
1983,7,11,312030,Pavlof,20147,Confirmed Eruption,,2.0,?,,,,,Historical Observations,,1983.0,,7.0,,18.0,,55.417,-161.894
1983,7,12,333010,Teahitia,10300,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1983.0,,7.0,,26.0,,-17.564,-148.821
1983,7,16,284110,Kita-Ioto,18383,Uncertain Eruption,Funka-Asane,0.0,,,,,15.0,,,1983.0,,7.0,,16.0,15.0,25.424,141.284
1983,7,16,282110,Asosan,17342,Confirmed Eruption,Naka-dake,1.0,,,,,15.0,Historical Observations,,1983.0,,10.0,,16.0,15.0,32.884,131.10399999999998
1983,7,18,266010,Colo,16423,Confirmed Eruption,Gunung Colo,4.0,,,,,,Historical Observations,,1983.0,,12.0,,16.0,15.0,-0.162,121.601
1983,7,26,283120,Kusatsu-Shiranesan,17844,Confirmed Eruption,"Yu-gama, Kara-gama",1.0,,,,,,Historical Observations,,1983.0,,12.0,,21.0,,36.618,138.528
1983,8,17,264250,Iliwerung,16348,Confirmed Eruption,Hobal (submarine vent on SE flank),1.0,,,,,,Historical Observations,,1983.0,,8.0,,18.0,,-8.53,123.57
1983,11,6,252120,Ulawun,15055,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1984.0,,3.0,,13.0,,-5.05,151.33
1983,10,3,284040,Miyakejima,18272,Confirmed Eruption,SW flank (4.5 km long NE-SW fissure),3.0,,,,,,Historical Observations,,1983.0,,10.0,,4.0,,34.094,139.526
1983,10,14,357120,Villarrica,12168,Confirmed Eruption,,1.0,,,,,,Historical Observations,,1983.0,,10.0,,16.0,,-39.42,-71.93
1983,10,27,333060,Macdonald,10321,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1984.0,,1.0,,3.0,,-28.98,-140.25
1983,11,11,312030,Pavlof,20148,Confirmed Eruption,Upper NNE flank,3.0,,,,,,Historical Observations,,1983.0,,12.0,,18.0,,55.417,-161.894
1983,12,4,233020,"Fournaise, Piton de la",14371,Confirmed Eruption,SSW flank of Dolomieu (2110-2300 m),2.0,,,,,,Historical Observations,,1984.0,,2.0,,18.0,,-21.244,55.708
1983,12,18,333010,Teahitia,10301,Confirmed Eruption,,0.0,,,,,,Hydrophonic,,1984.0,,7.0,,14.0,,-17.564,-148.821
1983,12,21,263310,Tengger Caldera,16058,Confirmed Eruption,Bromo,1.0,,,,,,Historical Observations,,1983.0,,12.0,,21.0,,-7.942,112.95
1983,12,26,241040,White Island,14489,Confirmed Eruption,North margin of 1978 crater complex,2.0,,,,,5.0,Historical Observations,,1984.0,,2.0,,12.0,5.0,-37.52,177.18
1983,9,14,263090,Tangkuban Parahu,15683,Confirmed Eruption,Kawah Ratu,1.0,,,,,,Historical Observations,,,,,,,,-6.77,107.6
1983,7,8,311290,Okmok,19849,Confirmed Eruption,SW part of caldera (Cone A),2.0,,,,,,Historical Observations,,1983.0,,7.0,,8.0,,53.43,-168.13
1983,7,2,261140,Marapi,15472,Confirmed Eruption,Kepundan Tuo and Kepundan Verbeek,1.0,,,,,182.0,Historical Observations,,,,,,,,-0.38,100.47399999999999
1983,7,2,257040,Ambrym,15284,Confirmed Eruption,Marum,2.0,,,,,182.0,Historical Observations,,,,,,,,-16.25,168.12
